data path:
['data/XJTU data/R3_battery-5.csv', 'data/XJTU data/R3_battery-3.csv', 'data/XJTU data/R3_battery-7.csv', 'data/XJTU data/R3_battery-6.csv', 'data/XJTU data/R3_battery-1.csv', 'data/XJTU data/R3_battery-2.csv']
data path:
['data/XJTU data/R3_battery-4.csv', 'data/XJTU data/R3_battery-8.csv']
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:031, data loss:0.000787
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000822
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:032, data loss:0.000438
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000772
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:033, data loss:0.000528
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000716
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:034, data loss:0.000796
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000688
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:035, data loss:0.001073
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000631
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:036, data loss:0.001099
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000548
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:037, data loss:0.001081
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000535
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:038, data loss:0.000798
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000543
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:039, data loss:0.001498
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000580
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:040, data loss:0.001045
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.000527
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:041, data loss:0.000255
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:042, data loss:0.000535
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:042, data loss:0.000325
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:043, data loss:0.000513
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:043, data loss:0.001118
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:044, data loss:0.000492
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:044, data loss:0.000909
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:045, data loss:0.000402
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:045, data loss:0.000394
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:046, data loss:0.000416
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:046, data loss:0.000576
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:047, data loss:0.000432
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:047, data loss:0.000757
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:048, data loss:0.000379
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:048, data loss:0.000426
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:049, data loss:0.000399
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:049, data loss:0.000486
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:050, data loss:0.000401
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:050, data loss:0.001097
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:051, data loss:0.000398
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:051, data loss:0.000307
2025-07-07 08:36 - function:train_one_epoch - INFO - [Train] epoch:052, data loss:0.000397
2025-07-07 08:36 - function:valid - INFO - [Valid] epoch:052, data loss:0.000525
